disposition_ref_number,source,case_ref_number,customer_ref_number,disposition,contact_type,sub_disposition_label,sub_disposition,comment,created_at,promised_amount,followup_datetime,address_ref_number,is_true_visit,location_lat,location_lng
DRN_RIYA_0106,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Mother,Spoke to family member,2026-04-21T09:40:00,0,,ADR_2_00,,,
DRN_RIYA_0092,AUTODIALER,CR_002_PRIYA,CT_PRIYA,NC,NC,NC Reason,Number busy,,2026-04-21T15:44:00,0,,ADR_2_00,,,
DRN_AMIT_0174,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-04-21T17:02:00,0,,ADR_3_00,,,
DRN_RIYA_0125,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Casa Debit,Will call back,2026-04-21T19:28:00,0,2026-04-26T00:00:00,ADR_2_00,,,
DRN_RIYA_0030,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-22T09:29:00,0,,ADR_2_00,,,
DRN_AMIT_0130,VOICEBOT,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-04-22T11:00:00,0,,ADR_3_00,,,
DRN_AMIT_0036,FIELD,CR_003_AMIT,CT__AMIT,PARTIAL_PAID,RPC,,,Customer paid partial amount,2026-04-22T14:47:00,0,,ADR_3_00,1.0,18.520409186813104,73.85689104572893
DRN_AMIT_0092,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,Customer Disconnected,,2026-04-22T15:31:00,0,,ADR_3_00,,,
DRN_RIYA_0158,AUTODIALER,CR_002_PRIYA,CT_PRIYA,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-04-22T18:16:00,0,,ADR_2_00,,,
DRN_AMIT_0147,FIELD,CR_003_AMIT,CT__AMIT,ANF,NC,,,,2026-04-23T13:43:00,0,,ADR_3_00,1.0,18.5202696170727,73.85597959749096
DRN_RIYA_0025,AUTODIALER,CR_002_PRIYA,CT_PRIYA,RNR,NC,RNR Reason,Customer Disconnected,,2026-04-23T16:32:00,0,,ADR_2_00,,,
DRN_AMIT_0058,AUTODIALER,CR_003_AMIT,CT__AMIT,RNR,NC,RNR Reason,No Answer,,2026-04-24T14:00:00,0,,ADR_3_00,,,
DRN_RIYA_0090,AUTODIALER,CR_002_PRIYA,CT_PRIYA,BPTP,RPC,,,,2026-04-24T15:43:00,0,,ADR_2_00,,,
DRN_RIYA_0038,AUTODIALER,CR_002_PRIYA,CT_PRIYA,WN,NC,,,,2026-04-24T17:03:00,0,,ADR_2_00,,,
DRN_OOJA_0046,AUTODIALER,CR_010_POOJA,CT_POOJA,WN,NC,,,,2026-04-24T17:04:00,0,,ADR_10_00,,,
DRN_AMIT_0087,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-04-24T18:16:00,0,,ADR_3_00,,,
DRN_RIYA_0013,FIELD,CR_002_PRIYA,CT_PRIYA,DL,NC,,,,2026-04-24T18:32:00,0,,ADR_2_00,1.0,19.075651227274726,72.87864672050335
DRN_AMIT_0111,VOICEBOT,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-04-25T09:53:00,0,,ADR_3_00,,,
DRN_RIYA_0131,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Online,Customer not responsive,2026-04-25T11:44:00,0,2026-04-27T00:00:00,ADR_2_00,,,
DRN_AMIT_0095,FIELD,CR_003_AMIT,CT__AMIT,DL,NC,,,,2026-04-25T14:04:00,0,,ADR_3_00,1.0,18.520429243897063,73.85654241615073
DRN_RIYA_0134,VOICEBOT,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-25T16:06:00,0,,ADR_2_00,,,
DRN_AMIT_0120,VOICEBOT,CR_003_AMIT,CT__AMIT,WN,NC,,,,2026-04-25T19:36:00,0,,ADR_3_00,,,
DRN_RIYA_0071,VOICEBOT,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Casa Debit,Customer travelling,2026-04-26T10:05:00,0,2026-05-01T00:00:00,ADR_2_00,,,
DRN_AMIT_0148,FIELD,CR_003_AMIT,CT__AMIT,OS,NC,,,,2026-04-26T11:29:00,0,,ADR_3_00,1.0,18.5204052592566,73.85640335360017
DRN_RIYA_0123,AUTODIALER,CR_002_PRIYA,CT_PRIYA,PTP,RPC,Payment Mode,Online,Asked for time,2026-04-26T15:12:00,0,2026-05-02T00:00:00,ADR_2_00,,,
DRN_KRAM_0021,TELECALLING,CR_005_VIKRAM,CT_IKRAM,NC,NC,NC Reason,Not Reachable,,2026-04-26T18:35:00,0,,ADR_5_01,,,
DRN_RIYA_0052,FIELD,CR_002_PRIYA,CT_PRIYA,DL,NC,,,,2026-04-26T19:55:00,0,,ADR_2_00,1.0,19.075901720845923,72.87820533601848
DRN_AMIT_0020,AUTODIALER,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Online,Customer not responsive,2026-04-27T10:59:00,0,2026-05-03T00:00:00,ADR_3_00,,,
DRN_AMIT_0129,AUTODIALER,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Online,No commitment given,2026-04-27T12:46:00,0,2026-05-03T00:00:00,ADR_3_00,,,
DRN_AMIT_0168,TELECALLING,CR_003_AMIT,CT__AMIT,PTP,RPC,Payment Mode,Casa Debit,"Spoke briefly, busy",2026-04-27T13:15:00,0,2026-05-04T00:00:00,ADR_3_00,,,
DRN_RIYA_0136,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-27T14:49:00,0,,ADR_2_00,,,
DRN_AMIT_0135,AUTODIALER,CR_003_AMIT,CT__AMIT,FPTP,RPC,Payment Mode,Online,,2026-04-27T17:43:00,0,2026-05-15T00:00:00,ADR_3_00,,,
DRN_AMIT_0142,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-04-28T09:14:00,0,,ADR_3_00,,,
DRN_AMIT_0186,VOICEBOT,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-04-28T12:34:00,0,,ADR_3_00,,,
DRN_AMIT_0138,TELECALLING,CR_003_AMIT,CT__AMIT,CB,RPC,,,Will call back,2026-04-28T15:48:00,0,,ADR_3_00,,,
DRN_RIYA_0150,AUTODIALER,CR_002_PRIYA,CT_PRIYA,HUNG_UP,NC,,,,2026-04-28T16:01:00,0,,ADR_2_00,,,
DRN_RIYA_0188,FIELD,CR_002_PRIYA,CT_PRIYA,OS,NC,,,,2026-04-28T18:03:00,0,,ADR_2_00,1.0,19.07691539840193,72.87836983046363
DRN_AMIT_0030,AUTODIALER,CR_003_AMIT,CT__AMIT,HUNG_UP,NC,,,,2026-04-28T19:10:00,0,,ADR_3_00,,,
DRN_VITA_0035,AUTODIALER,CR_008_KAVITA,CT_AVITA,RNR,NC,RNR Reason,Customer Disconnected,,2026-04-28T19:33:00,0,,ADR_8_00,,,
DRN_AMIT_0167,TELECALLING,CR_003_AMIT,CT__AMIT,TPC,TPC,Party Contacted,Brother,Spoke to family member,2026-04-29T15:16:00,0,,ADR_3_00,,,
